employee_name,job_role,work_category,work_hours,month
Employee 7,backend,Remote,6.5,11
Employee 7,backend,Stationary,5.0,11
Employee 7,backend,Remote,7.5,11
Employee 7,backend,Remote,5.0,11
Employee 7,backend,Stationary,7.5,11
Employee 7,backend,Stationary,7.0,11
Employee 7,backend,Remote,4.5,11
Employee 7,backend,Remote,4.5,11
Employee 7,backend,Stationary,4.5,11
Employee 8,datasci,Stationary,7.5,2
Employee 8,datasci,Stationary,5.0,2
Employee 8,datasci,Remote,7.0,2
Employee 8,datasci,Stationary,8.0,2
Employee 8,datasci,Stationary,6.5,2
Employee 8,datasci,Stationary,7.0,2
Employee 8,datasci,Remote,6.0,2
Employee 8,datasci,Remote,6.0,1
Employee 8,datasci,Remote,5.5,1
Employee 8,datasci,Remote,4.5,1
Employee 8,datasci,Remote,7.5,1
Employee 8,datasci,Remote,5.0,1
Employee 8,datasci,Remote,6.5,1
Employee 8,datasci,Stationary,4.5,1
Employee 8,datasci,Remote,6.0,1
Employee 8,datasci,Stationary,7.0,1
Employee 8,datasci,Remote,7.0,1
Employee 8,datasci,Stationary,6.0,1
Employee 8,datasci,Stationary,8.0,1
Employee 8,datasci,Stationary,4.5,1
Employee 8,datasci,Remote,5.0,1
Employee 8,datasci,Stationary,5.0,1
Employee 8,datasci,Stationary,5.0,1
Employee 8,datasci,Remote,4.5,1
Employee 8,datasci,Stationary,6.5,1
Employee 8,datasci,Remote,7.0,1
Employee 8,datasci,Remote,4.5,1
Employee 8,datasci,Remote,5.5,1
Employee 8,datasci,Remote,6.5,1
Employee 8,datasci,Stationary,6.0,1
Employee 8,datasci,Stationary,6.0,1
Employee 8,datasci,Stationary,7.0,1
Employee 8,datasci,Remote,5.5,1
Employee 8,datasci,Stationary,4.5,1
Employee 8,datasci,Remote,8.0,1
Employee 8,datasci,Remote,8.0,1
Employee 8,datasci,Stationary,6.0,12
Employee 8,datasci,Remote,6.5,12
Employee 8,datasci,Stationary,6.5,12
Employee 8,datasci,Remote,8.0,12
Employee 8,datasci,Remote,8.0,12
Employee 8,datasci,Remote,6.0,12
Employee 8,datasci,Remote,7.5,12
Employee 8,datasci,Remote,5.5,12
Employee 8,datasci,Remote,5.0,12
Employee 8,datasci,Remote,6.5,12
Employee 8,datasci,Remote,5.5,12
Employee 8,datasci,Remote,6.5,12
Employee 8,datasci,Remote,8.0,12
Employee 8,datasci,Stationary,7.0,12
Employee 8,datasci,Stationary,6.5,12
Employee 8,datasci,Remote,4.5,12
Employee 8,datasci,Stationary,6.5,12
Employee 8,datasci,Remote,5.0,12
Employee 8,datasci,Stationary,4.5,12
Employee 8,datasci,Remote,7.5,12
Employee 8,datasci,Remote,5.0,12
Employee 8,datasci,Remote,6.0,12
Employee 8,datasci,Remote,7.5,12
Employee 8,datasci,Remote,6.0,12
Employee 8,datasci,Remote,5.0,12
Employee 8,datasci,Remote,7.5,12
Employee 8,datasci,Stationary,5.5,12
Employee 8,datasci,Stationary,7.5,12
Employee 8,datasci,Remote,7.5,12
Employee 8,datasci,Remote,5.0,12
Employee 8,datasci,Stationary,6.5,11
Employee 8,datasci,Stationary,4.5,11
Employee 8,datasci,Stationary,7.0,11
Employee 8,datasci,Stationary,4.5,11
Employee 8,datasci,Remote,5.0,11
Employee 8,datasci,Remote,6.0,11
Employee 8,datasci,Stationary,7.0,11
Employee 8,datasci,Remote,6.0,11
Employee 8,datasci,Remote,7.0,11
Employee 8,datasci,Stationary,5.0,11
Employee 8,datasci,Stationary,7.0,11
Employee 8,datasci,Stationary,6.0,11
Employee 8,datasci,Remote,7.0,11
Employee 8,datasci,Remote,4.5,11
Employee 8,datasci,Stationary,6.0,11
Employee 8,datasci,Stationary,5.5,11
Employee 8,datasci,Remote,7.5,11
Employee 8,datasci,Remote,4.5,11
Employee 8,datasci,Stationary,8.0,11
Employee 8,datasci,Stationary,6.0,11
Employee 9,datasci,Remote,5.0,2
Employee 9,datasci,Remote,6.5,2
Employee 9,datasci,Stationary,4.5,2
Employee 9,datasci,Remote,5.0,2
Employee 9,datasci,Stationary,6.0,2
Employee 9,datasci,Stationary,5.5,2
Employee 9,datasci,Remote,5.5,1
Employee 9,datasci,Remote,5.0,1
Employee 9,datasci,Stationary,5.5,1
Employee 9,datasci,Remote,5.0,1
Employee 9,datasci,Stationary,7.0,1
Employee 9,datasci,Remote,6.5,1
Employee 9,datasci,Stationary,6.0,1
Employee 9,datasci,Remote,6.0,1
Employee 9,datasci,Remote,8.0,1
Employee 9,datasci,Stationary,8.0,1
Employee 9,datasci,Stationary,5.5,1
Employee 9,datasci,Remote,5.5,1
Employee 9,datasci,Remote,4.5,1
Employee 9,datasci,Stationary,5.5,1
Employee 9,datasci,Stationary,5.0,1
Employee 9,datasci,Stationary,6.5,1
Employee 9,datasci,Stationary,5.0,1
Employee 9,datasci,Stationary,7.0,1
Employee 9,datasci,Remote,8.0,1
Employee 9,datasci,Remote,7.0,1
Employee 9,datasci,Stationary,5.5,1
Employee 9,datasci,Stationary,5.0,1
Employee 9,datasci,Stationary,8.0,1
Employee 9,datasci,Remote,4.5,1
Employee 9,datasci,Stationary,7.5,1
Employee 9,datasci,Stationary,5.0,1
Employee 9,datasci,Stationary,7.5,1
Employee 9,datasci,Stationary,7.5,1
Employee 9,datasci,Stationary,7.0,12
Employee 9,datasci,Remote,6.5,12
Employee 9,datasci,Stationary,6.5,12
Employee 9,datasci,Stationary,7.5,12
Employee 9,datasci,Stationary,4.5,12
Employee 9,datasci,Stationary,6.5,12
Employee 9,datasci,Stationary,4.5,12
Employee 9,datasci,Remote,6.5,12
Employee 9,datasci,Remote,7.0,12
Employee 9,datasci,Stationary,5.0,12
Employee 9,datasci,Remote,5.5,12
Employee 9,datasci,Remote,7.0,12
Employee 9,datasci,Remote,7.5,12
Employee 9,datasci,Remote,6.5,12
Employee 9,datasci,Stationary,5.0,12
Employee 9,datasci,Stationary,7.0,12
Employee 9,datasci,Stationary,8.0,12
Employee 9,datasci,Remote,7.5,12
Employee 9,datasci,Remote,4.5,12
Employee 9,datasci,Stationary,5.0,12
Employee 9,datasci,Stationary,7.5,12
Employee 9,datasci,Remote,4.5,12
Employee 9,datasci,Stationary,4.5,12
Employee 9,datasci,Stationary,5.5,12
Employee 9,datasci,Stationary,5.5,12
Employee 9,datasci,Stationary,5.5,12
Employee 9,datasci,Remote,6.0,12
Employee 9,datasci,Stationary,6.0,11
Employee 9,datasci,Remote,6.5,11
Employee 9,datasci,Stationary,6.5,11
Employee 9,datasci,Stationary,5.0,11
Employee 9,datasci,Remote,8.0,11
Employee 9,datasci,Stationary,7.5,11
Employee 9,datasci,Remote,4.5,11
Employee 9,datasci,Remote,8.0,11
Employee 9,datasci,Remote,5.0,11
Employee 9,datasci,Stationary,6.5,11
Employee 9,datasci,Remote,4.5,11
Employee 9,datasci,Remote,5.5,11
Employee 9,datasci,Stationary,8.0,11
Employee 9,datasci,Stationary,8.0,11
Employee 9,datasci,Stationary,7.5,11
Employee 9,datasci,Stationary,8.0,11
Employee 9,datasci,Stationary,5.5,11
Employee 9,datasci,Stationary,7.5,11
Employee 9,datasci,Remote,6.5,11
Employee 9,datasci,Remote,7.5,11
Employee 10,projmgr,Remote,8.0,2
Employee 10,projmgr,Stationary,8.0,2
Employee 10,projmgr,Remote,4.5,2
Employee 10,projmgr,Stationary,8.0,2
Employee 10,projmgr,Remote,5.0,2
Employee 10,projmgr,Remote,8.0,2
Employee 10,projmgr,Stationary,5.5,2
Employee 10,projmgr,Remote,5.5,1
Employee 10,projmgr,Remote,4.5,1
Employee 10,projmgr,Remote,4.5,1
Employee 10,projmgr,Remote,8.0,1
Employee 10,projmgr,Remote,8.0,1
Employee 10,projmgr,Remote,8.0,1
Employee 10,projmgr,Stationary,6.5,1
Employee 10,projmgr,Stationary,8.0,1
Employee 10,projmgr,Remote,8.0,1
Employee 10,projmgr,Remote,5.0,1
Employee 10,projmgr,Stationary,8.0,1
Employee 10,projmgr,Stationary,7.5,1
Employee 10,projmgr,Remote,5.5,1
Employee 10,projmgr,Remote,7.5,1
Employee 10,projmgr,Remote,6.0,1
Employee 10,projmgr,Remote,5.5,1
Employee 10,projmgr,Remote,5.0,1
Employee 10,projmgr,Stationary,8.0,1
Employee 10,projmgr,Remote,6.5,1
Employee 10,projmgr,Remote,6.0,1
Employee 10,projmgr,Remote,6.5,1
Employee 10,projmgr,Stationary,7.0,1
Employee 10,projmgr,Remote,5.5,1
Employee 10,projmgr,Remote,7.0,1
Employee 10,projmgr,Stationary,7.5,1
Employee 10,projmgr,Remote,5.5,1
Employee 10,projmgr,Remote,7.0,1
Employee 10,projmgr,Remote,5.5,1
Employee 10,projmgr,Remote,6.5,12
Employee 10,projmgr,Stationary,8.0,12
Employee 10,projmgr,Remote,5.0,12
Employee 10,projmgr,Remote,8.0,12
Employee 10,projmgr,Stationary,8.0,12
Employee 10,projmgr,Stationary,8.0,12
Employee 10,projmgr,Remote,5.5,12
Employee 10,projmgr,Remote,6.5,12
Employee 10,projmgr,Remote,8.0,12
Employee 10,projmgr,Stationary,7.5,12
Employee 10,projmgr,Stationary,7.5,12
Employee 10,projmgr,Remote,5.5,12
Employee 10,projmgr,Remote,7.0,12
Employee 10,projmgr,Stationary,5.0,12
Employee 10,projmgr,Stationary,4.5,12
Employee 10,projmgr,Stationary,8.0,12
Employee 10,projmgr,Stationary,7.0,12
Employee 10,projmgr,Stationary,5.0,12
Employee 10,projmgr,Stationary,6.0,12
Employee 10,projmgr,Stationary,8.0,12
Employee 10,projmgr,Stationary,7.0,12
Employee 10,projmgr,Remote,5.0,12
Employee 10,projmgr,Remote,7.5,12
Employee 10,projmgr,Remote,6.5,12
Employee 10,projmgr,Remote,6.0,12
Employee 10,projmgr,Stationary,7.5,12
Employee 10,projmgr,Remote,5.5,12
Employee 10,projmgr,Remote,7.5,11
Employee 10,projmgr,Remote,5.5,11
Employee 10,projmgr,Stationary,4.5,11
Employee 10,projmgr,Remote,6.5,11
Employee 10,projmgr,Stationary,5.5,11
Employee 10,projmgr,Stationary,5.5,11
Employee 10,projmgr,Remote,8.0,11
Employee 10,projmgr,Remote,6.0,11
Employee 10,projmgr,Stationary,5.0,11
Employee 10,projmgr,Remote,6.5,11
Employee 10,projmgr,Stationary,5.0,11
Employee 10,projmgr,Remote,5.5,11
Employee 10,projmgr,Remote,7.0,11
Employee 10,projmgr,Stationary,7.0,11
Employee 10,projmgr,Remote,6.5,11
Employee 10,projmgr,Remote,5.5,11
Employee 10,projmgr,Remote,7.5,11
Employee 10,projmgr,Remote,7.0,11
Employee 10,projmgr,Stationary,5.0,11
Employee 10,projmgr,Stationary,6.5,11
Employee 11,devops,Stationary,5.5,2
Employee 11,devops,Remote,6.5,2
Employee 11,devops,Remote,6.5,2
Employee 11,devops,Stationary,7.5,2
Employee 11,devops,Remote,7.0,2
Employee 11,devops,Stationary,8.0,2
Employee 11,devops,Remote,5.0,2
Employee 11,devops,Stationary,7.5,1
Employee 11,devops,Remote,7.5,1
Employee 11,devops,Remote,5.5,1
Employee 11,devops,Stationary,6.5,1
Employee 11,devops,Remote,7.0,1
Employee 11,devops,Stationary,5.0,1
Employee 11,devops,Remote,7.5,1
Employee 11,devops,Stationary,5.5,1
Employee 11,devops,Stationary,6.5,1
Employee 11,devops,Stationary,4.5,1
Employee 11,devops,Stationary,7.5,1
Employee 11,devops,Remote,6.0,1
Employee 11,devops,Remote,7.5,1
Employee 11,devops,Remote,6.0,1
Employee 11,devops,Remote,6.5,1
Employee 11,devops,Stationary,5.5,1
Employee 11,devops,Remote,7.0,1
Employee 11,devops,Remote,7.5,1
Employee 11,devops,Remote,7.5,1
Employee 11,devops,Remote,5.0,1
Employee 11,devops,Remote,7.0,1
Employee 11,devops,Stationary,7.5,1
Employee 11,devops,Remote,5.0,1
Employee 11,devops,Stationary,6.5,1
Employee 11,devops,Remote,7.5,1
Employee 11,devops,Remote,7.0,1
Employee 11,devops,Remote,5.5,1
Employee 11,devops,Remote,4.5,1
Employee 11,devops,Remote,5.5,1
Employee 11,devops,Stationary,6.0,12
Employee 11,devops,Remote,4.5,12
Employee 11,devops,Stationary,6.5,12
Employee 11,devops,Stationary,7.5,12
Employee 11,devops,Stationary,8.0,12
Employee 11,devops,Stationary,7.5,12
Employee 11,devops,Remote,5.0,12
Employee 11,devops,Remote,5.5,12
Employee 11,devops,Remote,4.5,12
Employee 11,devops,Remote,7.0,12
Employee 11,devops,Stationary,4.5,12
Employee 11,devops,Remote,8.0,12
Employee 11,devops,Remote,5.5,12
Employee 11,devops,Stationary,5.5,12
Employee 11,devops,Remote,5.5,12
Employee 11,devops,Remote,6.0,12
Employee 11,devops,Remote,5.5,12
Employee 11,devops,Stationary,8.0,12
Employee 11,devops,Stationary,5.5,12
Employee 11,devops,Remote,7.0,12
Employee 11,devops,Remote,6.0,12
Employee 11,devops,Stationary,5.0,12
Employee 11,devops,Stationary,4.5,12
Employee 11,devops,Remote,7.5,12
Employee 11,devops,Stationary,6.0,12
Employee 11,devops,Stationary,5.5,12
Employee 11,devops,Remote,7.0,12
Employee 11,devops,Remote,6.0,12
Employee 11,devops,Stationary,5.5,12
Employee 11,devops,Stationary,8.0,11
Employee 11,devops,Remote,5.0,11
Employee 11,devops,Remote,4.5,11
Employee 11,devops,Remote,6.5,11
Employee 11,devops,Stationary,7.0,11
Employee 11,devops,Stationary,4.5,11
Employee 11,devops,Stationary,6.0,11
Employee 11,devops,Stationary,7.5,11
Employee 11,devops,Stationary,4.5,11
Employee 11,devops,Remote,6.5,11
Employee 11,devops,Remote,6.5,11
Employee 11,devops,Stationary,8.0,11
Employee 11,devops,Remote,5.0,11
Employee 11,devops,Remote,8.0,11
Employee 11,devops,Remote,6.5,11
Employee 11,devops,Stationary,7.5,11
Employee 11,devops,Remote,7.5,11
Employee 11,devops,Remote,7.5,11
Employee 11,devops,Stationary,5.5,11
Employee 11,devops,Remote,6.0,11
Employee 12,backend,Remote,6.0,2
Employee 12,backend,Remote,6.0,2
Employee 12,backend,Stationary,8.0,2
Employee 12,backend,Stationary,4.5,2
Employee 12,backend,Remote,7.5,2
Employee 12,backend,Stationary,6.0,2
Employee 12,backend,Remote,7.5,2
Employee 12,backend,Remote,8.0,1
Employee 12,backend,Stationary,7.5,1
Employee 12,backend,Stationary,5.0,1
Employee 12,backend,Remote,7.0,1
Employee 12,backend,Remote,4.5,1
Employee 12,backend,Stationary,8.0,1
Employee 12,backend,Remote,6.5,1
Employee 12,backend,Remote,7.5,1
Employee 12,backend,Remote,7.0,1
Employee 12,backend,Remote,7.5,1
Employee 12,backend,Remote,4.5,1
Employee 12,backend,Stationary,8.0,1
Employee 12,backend,Remote,5.0,1
Employee 12,backend,Remote,8.0,1
Employee 12,backend,Remote,6.5,1
Employee 12,backend,Stationary,4.5,1
Employee 12,backend,Stationary,6.5,1
Employee 12,backend,Remote,4.5,1
Employee 12,backend,Stationary,7.0,1
Employee 12,backend,Remote,4.5,1
Employee 12,backend,Stationary,7.0,1
Employee 12,backend,Remote,7.0,1
Employee 12,backend,Stationary,4.5,1
Employee 12,backend,Remote,8.0,1
Employee 12,backend,Remote,4.5,1
Employee 12,backend,Stationary,5.0,1
Employee 12,backend,Stationary,6.5,1
Employee 12,backend,Stationary,6.5,1
Employee 12,backend,Stationary,5.5,1
Employee 12,backend,Remote,6.0,1
Employee 12,backend,Remote,5.5,12
Employee 12,backend,Remote,7.5,12
Employee 12,backend,Remote,5.0,12
Employee 12,backend,Remote,5.5,12
Employee 12,backend,Stationary,5.5,12
Employee 12,backend,Remote,6.0,12
Employee 12,backend,Stationary,5.0,12
Employee 12,backend,Stationary,7.5,12
Employee 12,backend,Stationary,6.0,12
Employee 12,backend,Stationary,6.5,12
Employee 12,backend,Stationary,7.5,12
Employee 12,backend,Remote,7.0,12
Employee 12,backend,Stationary,6.0,12
Employee 12,backend,Remote,7.5,12
Employee 12,backend,Stationary,5.5,12
Employee 12,backend,Remote,7.5,12
Employee 12,backend,Stationary,6.5,12
Employee 12,backend,Stationary,4.5,12
Employee 12,backend,Remote,5.5,12
Employee 12,backend,Remote,8.0,12
Employee 12,backend,Stationary,4.5,12
Employee 12,backend,Remote,6.0,12
Employee 12,backend,Remote,7.0,12
Employee 12,backend,Remote,7.0,12
Employee 12,backend,Remote,8.0,12
Employee 12,backend,Stationary,4.5,12
Employee 12,backend,Remote,4.5,12
Employee 12,backend,Stationary,5.5,11
Employee 12,backend,Remote,6.5,11
Employee 12,backend,Remote,8.0,11
Employee 12,backend,Remote,6.5,11
Employee 12,backend,Remote,6.5,11
Employee 12,backend,Remote,4.5,11
Employee 12,backend,Stationary,4.5,11
Employee 12,backend,Stationary,8.0,11
Employee 12,backend,Remote,4.5,11
Employee 12,backend,Stationary,6.5,11
Employee 12,backend,Stationary,7.0,11
Employee 12,backend,Remote,7.0,11
Employee 12,backend,Remote,4.5,11
Employee 12,backend,Stationary,8.0,11
Employee 12,backend,Remote,7.0,11
Employee 12,backend,Stationary,7.0,11
Employee 12,backend,Remote,7.5,11
Employee 12,backend,Remote,7.0,11
Employee 12,backend,Stationary,5.5,11
Employee 12,backend,Remote,7.0,11
Employee 13,projmgr,Stationary,6.5,2
Employee 13,projmgr,Stationary,6.0,2
Employee 13,projmgr,Stationary,5.5,2
Employee 13,projmgr,Stationary,6.5,2
Employee 13,projmgr,Stationary,7.0,2
Employee 13,projmgr,Stationary,7.5,2
Employee 13,projmgr,Remote,5.0,1
Employee 13,projmgr,Stationary,7.5,1
Employee 13,projmgr,Remote,7.5,1
Employee 13,projmgr,Remote,8.0,1
Employee 13,projmgr,Remote,5.5,1
Employee 13,projmgr,Stationary,7.0,1
Employee 13,projmgr,Stationary,7.0,1
Employee 13,projmgr,Remote,8.0,1
Employee 13,projmgr,Remote,5.0,1
Employee 13,projmgr,Remote,7.5,1
Employee 13,projmgr,Remote,5.0,1
Employee 13,projmgr,Remote,7.5,1
Employee 13,projmgr,Stationary,8.0,1
Employee 13,projmgr,Stationary,4.5,1
Employee 13,projmgr,Remote,8.0,1
Employee 13,projmgr,Remote,6.5,1
Employee 13,projmgr,Remote,7.5,1
Employee 13,projmgr,Stationary,7.0,1
Employee 13,projmgr,Stationary,6.5,1
Employee 13,projmgr,Stationary,6.0,1
Employee 13,projmgr,Remote,7.5,1
Employee 13,projmgr,Remote,6.5,1
Employee 13,projmgr,Stationary,5.5,1
Employee 13,projmgr,Remote,6.5,1
Employee 13,projmgr,Remote,7.0,1
Employee 13,projmgr,Stationary,5.5,1
Employee 13,projmgr,Remote,7.0,1
Employee 13,projmgr,Stationary,7.0,1
Employee 13,projmgr,Stationary,7.5,1
Employee 13,projmgr,Stationary,6.0,1
Employee 13,projmgr,Stationary,8.0,12
Employee 13,projmgr,Remote,5.5,12
Employee 13,projmgr,Stationary,5.5,12
Employee 13,projmgr,Stationary,7.0,12
Employee 13,projmgr,Stationary,8.0,12
Employee 13,projmgr,Stationary,8.0,12
Employee 13,projmgr,Stationary,7.5,12
Employee 13,projmgr,Stationary,5.5,12
Employee 13,projmgr,Stationary,4.5,12
Employee 13,projmgr,Remote,5.5,12
Employee 13,projmgr,Stationary,5.0,12
Employee 13,projmgr,Stationary,8.0,12
Employee 13,projmgr,Remote,7.0,12
Employee 13,projmgr,Remote,6.0,12
Employee 13,projmgr,Remote,8.0,12
Employee 13,projmgr,Remote,6.0,12
Employee 13,projmgr,Stationary,6.5,12
Employee 13,projmgr,Stationary,6.5,12
Employee 13,projmgr,Stationary,5.0,12
Employee 13,projmgr,Stationary,7.0,12
Employee 13,projmgr,Remote,6.5,12
Employee 13,projmgr,Remote,4.5,12
Employee 13,projmgr,Stationary,7.5,12
Employee 13,projmgr,Stationary,5.5,12
Employee 13,projmgr,Remote,6.0,12
Employee 13,projmgr,Remote,4.5,12
Employee 13,projmgr,Remote,7.0,12
Employee 13,projmgr,Stationary,7.0,12
Employee 13,projmgr,Stationary,4.5,12
Employee 13,projmgr,Stationary,4.5,11
Employee 13,projmgr,Remote,4.5,11
Employee 13,projmgr,Stationary,5.5,11
Employee 13,projmgr,Remote,4.5,11
Employee 13,projmgr,Remote,4.5,11
Employee 13,projmgr,Stationary,4.5,11
Employee 13,projmgr,Remote,6.5,11
Employee 13,projmgr,Remote,5.0,11
Employee 13,projmgr,Stationary,7.5,11
Employee 13,projmgr,Stationary,7.5,11
Employee 13,projmgr,Stationary,5.0,11
Employee 13,projmgr,Remote,7.5,11
Employee 13,projmgr,Stationary,7.0,11
Employee 13,projmgr,Remote,7.0,11
Employee 13,projmgr,Remote,7.5,11
Employee 13,projmgr,Stationary,6.0,11
Employee 13,projmgr,Remote,5.5,11
Employee 13,projmgr,Remote,5.5,11
Employee 13,projmgr,Stationary,4.5,11
Employee 13,projmgr,Stationary,4.5,11
Employee 14,projmgr,Stationary,5.5,2
Employee 14,projmgr,Remote,5.0,2
Employee 14,projmgr,Remote,7.0,2
Employee 14,projmgr,Remote,4.5,2
Employee 14,projmgr,Stationary,8.0,2
Employee 14,projmgr,Remote,7.5,2
Employee 14,projmgr,Remote,6.0,1
Employee 14,projmgr,Stationary,8.0,1
Employee 14,projmgr,Remote,4.5,1
Employee 14,projmgr,Remote,5.5,1
Employee 14,projmgr,Remote,6.5,1
Employee 14,projmgr,Remote,6.5,1
Employee 14,projmgr,Stationary,8.0,1
Employee 14,projmgr,Stationary,6.5,1
Employee 14,projmgr,Stationary,4.5,1
Employee 14,projmgr,Remote,8.0,1
Employee 14,projmgr,Remote,7.5,1
Employee 14,projmgr,Remote,4.5,1
Employee 14,projmgr,Remote,6.5,1
Employee 14,projmgr,Remote,5.0,1
Employee 14,projmgr,Remote,5.0,1
Employee 14,projmgr,Stationary,8.0,1
Employee 14,projmgr,Remote,8.0,1
Employee 14,projmgr,Stationary,6.0,1
Employee 14,projmgr,Stationary,5.0,1
Employee 14,projmgr,Remote,4.5,1
Employee 14,projmgr,Remote,7.0,1
Employee 14,projmgr,Stationary,5.5,1
Employee 14,projmgr,Remote,8.0,1
Employee 14,projmgr,Stationary,8.0,1
Employee 14,projmgr,Remote,4.5,1
Employee 14,projmgr,Remote,6.5,12
Employee 14,projmgr,Stationary,4.5,12
Employee 14,projmgr,Stationary,5.5,12
Employee 14,projmgr,Stationary,8.0,12
Employee 14,projmgr,Stationary,7.5,12
Employee 14,projmgr,Stationary,7.5,12
Employee 14,projmgr,Stationary,7.5,12
Employee 14,projmgr,Remote,4.5,12
Employee 14,projmgr,Remote,7.5,12
Employee 14,projmgr,Remote,8.0,12
Employee 14,projmgr,Stationary,5.0,12
Employee 14,projmgr,Stationary,5.5,12
Employee 14,projmgr,Remote,4.5,12
Employee 14,projmgr,Remote,6.0,12
Employee 14,projmgr,Stationary,4.5,12
Employee 14,projmgr,Remote,4.5,12
Employee 14,projmgr,Stationary,8.0,12
Employee 14,projmgr,Stationary,5.5,12
Employee 14,projmgr,Remote,4.5,12
Employee 14,projmgr,Remote,6.0,12
Employee 14,projmgr,Remote,5.0,12
Employee 14,projmgr,Stationary,6.5,12
Employee 14,projmgr,Stationary,5.5,12
Employee 14,projmgr,Remote,7.0,12
Employee 14,projmgr,Stationary,7.0,12
Employee 14,projmgr,Remote,5.0,12
Employee 14,projmgr,Remote,8.0,12
Employee 14,projmgr,Remote,7.5,12
Employee 14,projmgr,Stationary,7.0,12
Employee 14,projmgr,Remote,8.0,12
Employee 14,projmgr,Remote,6.0,11
Employee 14,projmgr,Stationary,8.0,11
Employee 14,projmgr,Remote,8.0,11
Employee 14,projmgr,Remote,6.5,11
Employee 14,projmgr,Remote,5.5,11
Employee 14,projmgr,Stationary,8.0,11
Employee 14,projmgr,Remote,8.0,11
Employee 14,projmgr,Remote,5.0,11
Employee 14,projmgr,Stationary,5.0,11
Employee 14,projmgr,Stationary,5.0,11
Employee 14,projmgr,Remote,6.0,11
Employee 14,projmgr,Remote,7.0,11
Employee 14,projmgr,Remote,7.5,11
Employee 14,projmgr,Stationary,6.5,11
Employee 14,projmgr,Stationary,4.5,11
Employee 14,projmgr,Remote,7.5,11
Employee 14,projmgr,Stationary,6.0,11
Employee 14,projmgr,Stationary,5.0,11
Employee 14,projmgr,Stationary,7.5,11
Employee 14,projmgr,Stationary,6.0,11
Employee 14,projmgr,Remote,7.0,11
Employee 15,backend,Remote,4.5,2
Employee 15,backend,Remote,7.5,2
Employee 15,backend,Stationary,7.0,2
Employee 15,backend,Remote,7.0,2
Employee 15,backend,Remote,7.0,2
Employee 15,backend,Remote,5.0,2
Employee 15,backend,Stationary,7.5,1
Employee 15,backend,Remote,6.5,1
Employee 15,backend,Stationary,5.5,1
Employee 15,backend,Remote,5.0,1
Employee 15,backend,Stationary,8.0,1
Employee 15,backend,Stationary,5.0,1
Employee 15,backend,Stationary,8.0,1
Employee 15,backend,Stationary,5.0,1
Employee 15,backend,Stationary,7.0,1
Employee 15,backend,Remote,6.5,1
Employee 15,backend,Remote,6.0,1
Employee 15,backend,Remote,8.0,1
Employee 15,backend,Remote,5.0,1
Employee 15,backend,Remote,5.5,1
Employee 15,backend,Remote,4.5,1
Employee 15,backend,Remote,6.5,1
Employee 15,backend,Remote,5.0,1
Employee 15,backend,Remote,8.0,1
Employee 15,backend,Stationary,7.0,1
Employee 15,backend,Stationary,4.5,1
Employee 15,backend,Stationary,8.0,1
Employee 15,backend,Remote,8.0,1
Employee 15,backend,Stationary,5.0,1
Employee 15,backend,Remote,7.5,1
Employee 15,backend,Stationary,7.0,1
Employee 15,backend,Remote,7.0,1
Employee 15,backend,Stationary,6.0,1
Employee 15,backend,Remote,5.0,1
Employee 15,backend,Remote,7.5,12
Employee 15,backend,Stationary,5.5,12
Employee 15,backend,Remote,6.5,12
Employee 15,backend,Stationary,7.0,12
Employee 15,backend,Remote,6.0,12
Employee 15,backend,Remote,8.0,12
Employee 15,backend,Stationary,5.0,12
Employee 15,backend,Remote,4.5,12
Employee 15,backend,Remote,6.5,12
Employee 15,backend,Stationary,4.5,12
Employee 15,backend,Stationary,6.0,12
Employee 15,backend,Remote,6.0,12
Employee 15,backend,Remote,8.0,12
Employee 15,backend,Remote,8.0,12
Employee 15,backend,Stationary,5.0,12
Employee 15,backend,Remote,4.5,12
Employee 15,backend,Remote,4.5,12
Employee 15,backend,Remote,8.0,12
Employee 15,backend,Remote,6.0,12
Employee 15,backend,Stationary,7.5,12
Employee 15,backend,Remote,7.0,12
Employee 15,backend,Remote,6.5,12
Employee 15,backend,Remote,5.0,12
Employee 15,backend,Remote,6.0,12
Employee 15,backend,Remote,5.5,12
Employee 15,backend,Stationary,5.5,12
Employee 15,backend,Remote,8.0,12
Employee 15,backend,Stationary,6.5,11
Employee 15,backend,Stationary,7.0,11
Employee 15,backend,Remote,6.0,11
Employee 15,backend,Stationary,5.0,11
Employee 15,backend,Stationary,5.0,11
Employee 15,backend,Remote,8.0,11
Employee 15,backend,Remote,6.0,11
Employee 15,backend,Stationary,5.5,11
Employee 15,backend,Stationary,7.5,11
Employee 15,backend,Remote,6.0,11
Employee 15,backend,Stationary,7.5,11
Employee 15,backend,Remote,7.0,11
Employee 15,backend,Remote,5.5,11
Employee 15,backend,Stationary,7.0,11
Employee 15,backend,Stationary,5.5,11
Employee 15,backend,Stationary,6.0,11
Employee 15,backend,Stationary,4.5,11
Employee 15,backend,Stationary,8.0,11
Employee 15,backend,Stationary,6.5,11
Employee 16,backend,Stationary,4.5,2
Employee 16,backend,Stationary,6.5,2
Employee 16,backend,Remote,6.0,2
Employee 16,backend,Remote,4.5,2
Employee 16,backend,Stationary,5.0,2
Employee 16,backend,Remote,4.5,2
Employee 16,backend,Stationary,5.5,2
Employee 16,backend,Remote,5.0,1
Employee 16,backend,Stationary,7.5,1
Employee 16,backend,Remote,7.5,1
